"","population","individual","b","c","exposure_score","Individ_id"
"321","Jan.Mayen",46,0.999999999996817,0.991693671346128,25.9026,"NOS-4181661"
"322","Jan.Mayen",47,1.00000000009982,0.994087385563406,25.0121,"NOS-4181662"
"323","Jan.Mayen",48,0.999999999901547,0.992875326062588,26.1845,"NOS-4181663"
"324","Jan.Mayen",49,1.00000000012369,0.992648093891406,26.8591,"NOS-4181664"
"325","Jan.Mayen",5,0.999999999802412,0.991332952318224,24.9022,"NOS-4181605"
"326","Jan.Mayen",50,0.99999999978354,0.99478724795423,24.6651,"NOS-4181665"
"327","Jan.Mayen",51,1.00000000017462,0.995519063287714,24.5333,"NOS-4181666"
"328","Jan.Mayen",52,1.00000000003365,0.99338567103119,27.2929,"NOS-4181667"
"329","Jan.Mayen",53,0.999999999849024,0.995628006277931,25.5315,"NOS-4181668"
"330","Jan.Mayen",54,1.00000000027649,0.991822518643199,24.7332,"NOS-4181670"
"331","Jan.Mayen",55,0.999999999654392,0.995606533526768,26.624,"NOS-4181674"
"332","Jan.Mayen",6,1.00000000013642,0.990990305409658,27.644,"NOS-4181606"
"333","Jan.Mayen",7,0.9999999997749,0.992614770741715,24.6274,"NOS-4181607"
"334","Jan.Mayen",8,0.99999999979741,0.994529641490569,25.7224,"NOS-4181608"
"335","Jan.Mayen",9,0.999999999579359,0.994745755430834,25.2208,"NOS-4181610"
"336","Jarsteinen",1,1.00000000001637,0.99875399609616,28.2029,"NOS-4104835"
"337","Jarsteinen",10,1.00000000023783,0.999750791319228,26.8061,"NOS-4262804"
"338","Jarsteinen",11,0.99999999973943,1.00234246930425,29.1346,"NOS-4262952"
"339","Jarsteinen",12,1.00000000025261,0.998265062338605,25.2926,"NOS-4264093"
"340","Jarsteinen",13,0.999999999925876,0.997515270128162,23.9713,"NOS-4264390"
"341","Jarsteinen",14,1.00000000015098,0.997886687835183,28.0873,"NOS-4264403"
"342","Jarsteinen",15,1.00000000015916,1.00789450688626,28.3447,"NOS-4264405"
"343","Jarsteinen",2,1.00000000019759,1.0005570574521,26.0207,"NOS-4207468"
"344","Jarsteinen",3,0.999999999901092,0.999760064029754,25.6143,"NOS-4221715"
"345","Jarsteinen",4,1.00000000003001,1.00501001146377,27.5253,"NOS-4241937"
"346","Jarsteinen",5,1.00000000028149,1.00159133323158,27.7345,"NOS-4262401"
"347","Jarsteinen",6,0.999999999865395,1.0043724162979,27.8831,"NOS-4262415"
"348","Jarsteinen",7,0.999999999769898,0.998317459253407,26.9936,"NOS-4262538"
"349","Jarsteinen",8,0.999999999979991,0.996005766226525,24.786,"NOS-4262541"
"350","Jarsteinen",9,1.0000000007858,1.02092285746606,29.7718,"NOS-4262801"
"351","Little.Saltee",1,0.999999999989086,0.98202844127675,29.1377,"GBT-FA88604"
"352","Little.Saltee",10,1.000000000211,0.991523755834006,26.481,"GBT-FH78367"
"353","Little.Saltee",11,1.00000000000182,0.984620388896415,29.5132,"GBT-FJ59505"
"354","Little.Saltee",12,0.999999999929059,0.992893205499852,27.9055,"GBT-FJ59507"
"355","Little.Saltee",13,1.00000000006094,0.989516536637003,29.1875,"GBT-FP14812"
"356","Little.Saltee",14,1.0000000003356,0.986725745763145,28.8048,"GBT-FP14834"
"357","Little.Saltee",15,0.999999999801275,0.98730590189449,28.8248,"GBT-FP14869"
"358","Little.Saltee",16,0.999999999948614,0.997600604406111,27.4462,"GBT-FP14991"
"359","Little.Saltee",17,1.00000000027285,0.988905624467283,29.735,"GBT-FP14999"
"360","Little.Saltee",18,1.00000000033651,0.994534621866297,29.5005,"GBT-FP40312"
"361","Little.Saltee",19,1.00000000007276,0.989791267734864,29.5023,"GBT-FP40344"
"362","Little.Saltee",2,1.00000000083401,0.989908120078974,29.1162,"GBT-FB25124"
"363","Little.Saltee",20,0.999999999838565,0.994175029226173,27.1784,"GBT-FP40362"
"364","Little.Saltee",21,1.00000000040836,0.989238877711008,28.7663,"GBT-FP40378"
"365","Little.Saltee",22,0.999999999683496,0.989305692622779,29.4011,"GBT-FP40433"
"366","Little.Saltee",23,1.00000000006412,0.993087378793186,28.6208,"GBT-FP64331"
"367","Little.Saltee",24,1.00000000023283,0.982268858472899,29.1431,"GBT-FP64357"
"368","Little.Saltee",25,0.999999999984539,0.988541254812034,29.0062,"GBT-FP64364"
"369","Little.Saltee",26,1.00000000005457,0.974861648890694,28.7954,"GBT-FP64367"
"370","Little.Saltee",27,0.999999999356078,0.986833210077413,28.3852,"GBT-FR18053"
"371","Little.Saltee",28,1.00000000054752,0.981586023975248,29.831,"GBT-FR18074"
"372","Little.Saltee",29,1.00000000047839,0.979800572527047,28.4653,"GBT-FR18354"
"373","Little.Saltee",3,1.00000000003365,0.984438105239136,28.7193,"GBT-FB25128"
"374","Little.Saltee",30,1.0000000000955,0.98990648016317,27.9839,"GBT-FV46558"
"375","Little.Saltee",31,1.00000000038563,0.983761126866563,29.4082,"GBT-FV46572"
"376","Little.Saltee",32,1.00000000002365,0.979497148461668,29.2731,"GBT-FV46799"
"377","Little.Saltee",4,1.00000000039381,0.998321972067073,27.1578,"GBT-FB25130"
"378","Little.Saltee",5,1.00000000014825,0.992319585719701,28.8184,"GBT-FB25133"
"379","Little.Saltee",6,1.00000000006094,0.99534368681718,24.2122,"GBT-FB25141"
"380","Little.Saltee",7,0.999999999767169,0.98771953706903,27.7765,"GBT-FH15572"
"381","Little.Saltee",8,0.999999999701686,0.985412908491281,29.3557,"GBT-FH78306"
"382","Little.Saltee",9,1.0000000002924,0.993629151535318,27.4201,"GBT-FH78356"
