"name","vals","nas","percent_na"
"Eynhallow_GBT.FP96195_2016",1028,383,37.2568093385214
"Eynhallow_GBT.FP96195_2017",769,282,36.6710013003901
"Eynhallow_GBT.FP96196_2010",597,3,0.50251256281407
"Eynhallow_GBT.FP96196_2016",496,6,1.20967741935484
"Eynhallow_GBT.FP96196_2017",476,7,1.47058823529412
"Eynhallow_GBT.FP96196_2018",592,7,1.18243243243243
"Eynhallow_GBT.FP96196_2019",452,8,1.76991150442478
"Eynhallow_GBT.FP96196_2020",499,3,0.601202404809619
"Eynhallow_GBT.FP96197_2009",239,6,2.51046025104602
"Eynhallow_GBT.FP96197_2010",635,9,1.41732283464567
"Eynhallow_GBT.FP96197_2016",272,5,1.83823529411765
"Eynhallow_GBT.FP96197_2017",413,6,1.45278450363196
"Eynhallow_GBT.FP96197_2018",201,7,3.48258706467662
"Eynhallow_GBT.FP96197_2019",476,13,2.73109243697479
"Eynhallow_GBT.FP96199_2010",474,4,0.843881856540084
"Eynhallow_GBT.FP96199_2011",496,4,0.806451612903226
"Eynhallow_GBT.FP96199_2014",388,3,0.77319587628866
"Eynhallow_GBT.FP96199_2015",530,3,0.566037735849057
"Eynhallow_GBT.FP96199_2016",501,8,1.59680638722555
"Eynhallow_GBT.FP96199_2017",469,4,0.852878464818763
"Eynhallow_GBT.FP96199_2018",507,5,0.986193293885602
"Eynhallow_GBT.FP96199_2019",384,9,2.34375
"Eynhallow_GBT.FP96199_2020",234,7,2.99145299145299
"Eynhallow_GBT.FP96200_2009",959,46,4.79666319082377
"Eynhallow_GBT.FP96218_2010",611,11,1.80032733224223
"Eynhallow_GBT.FP96218_2019",736,10,1.35869565217391
"Eynhallow_GBT.FP96218_2020",679,9,1.32547864506627
"Eynhallow_GBT.FP96219_2010",429,8,1.86480186480186
"Eynhallow_GBT.FP96219_2014",259,7,2.7027027027027
"Eynhallow_GBT.FP96219_2015",297,9,3.03030303030303
"Eynhallow_GBT.FP96219_2016",495,9,1.81818181818182
"Eynhallow_GBT.FP96220_2010",637,5,0.784929356357928
"Eynhallow_GBT.FP96220_2011",659,5,0.758725341426404
"Eynhallow_GBT.FP96224_2010",701,16,2.28245363766049
"Eynhallow_GBT.FP96224_2014",462,10,2.16450216450216
"Eynhallow_GBT.FP96224_2015",493,11,2.23123732251521
"Eynhallow_GBT.FP96224_2018",522,11,2.10727969348659
"Eynhallow_GBT.FP96224_2019",291,9,3.09278350515464
"Eynhallow_GBT.FP96224_2020",491,14,2.85132382892057
"Eynhallow_GBT.FP96225_2016",407,8,1.96560196560197
"Eynhallow_GBT.FP96225_2017",329,4,1.21580547112462
"Eynhallow_GBT.FP96225_2018",453,9,1.98675496688742
"Eynhallow_GBT.FP96226_2010",471,8,1.69851380042463
"Eynhallow_GBT.FP96226_2011",669,34,5.08221225710015
"Eynhallow_GBT.FP96227_2010",295,4,1.35593220338983
"Eynhallow_GBT.FP96228_2010",626,3,0.479233226837061
"Eynhallow_GBT.FP96228_2011",786,4,0.508905852417303
"Eynhallow_GBT.FP96234_2010",556,2,0.359712230215827
"Eynhallow_GBT.FP96234_2015",486,7,1.440329218107
"Eynhallow_GBT.FP96234_2017",485,2,0.412371134020619
"Eynhallow_GBT.FP96235_2010",413,9,2.17917675544794
"Eynhallow_GBT.FP96288_2007",1404,164,11.6809116809117
"Eynhallow_GBT.FP96304_2014",320,4,1.25
"Eynhallow_GBT.FP96325_2009",214,3,1.4018691588785
"Eynhallow_GBT.FP96328_2008",149,4,2.68456375838926
"Eynhallow_GBT.FP96328_2010",290,5,1.72413793103448
"Eynhallow_GBT.FP96328_2011",186,5,2.68817204301075
"Eynhallow_GBT.FP96328_2014",170,6,3.52941176470588
"Eynhallow_GBT.FP96329_2007",630,120,19.047619047619
"Eynhallow_GBT.FP96329_2008",648,206,31.7901234567901
"Eynhallow_GBT.FP96329_2009",702,58,8.26210826210826
"Eynhallow_GBT.FP96329_2010",584,39,6.67808219178082
"Eynhallow_GBT.FP96329_2011",600,14,2.33333333333333
"Eynhallow_GBT.FP96329_2015",428,2,0.467289719626168
"Eynhallow_GBT.FP96329_2016",582,26,4.46735395189003
"Eynhallow_GBT.FP96329_2018",544,65,11.9485294117647
"Eynhallow_GBT.FP96332_2007",695,0,0
"Eynhallow_GBT.FP96344_2017",280,6,2.14285714285714
"Eynhallow_GBT.FP96344_2018",231,2,0.865800865800866
"Eynhallow_GBT.FP96344_2019",532,2,0.37593984962406
"Eynhallow_GBT.FP96344_2020",278,2,0.719424460431655
"Eynhallow_GBT.FP96361_2014",719,9,1.25173852573018
"Eynhallow_GBT.FP96361_2015",676,10,1.4792899408284
"Eynhallow_GBT.FP96377_2016",179,6,3.35195530726257
"Eynhallow_GBT.FP96377_2017",218,4,1.8348623853211
"Eynhallow_GBT.FP96378_2016",338,9,2.66272189349112
"Eynhallow_GBT.FP96378_2017",266,8,3.00751879699248
"Eynhallow_GBT.FP96381_2015",399,5,1.2531328320802
"Eynhallow_GBT.FP96381_2016",527,3,0.569259962049336
"Eynhallow_GBT.FP96381_2017",725,4,0.551724137931034
"Eynhallow_GBT.FP96381_2018",393,5,1.27226463104326
"Eynhallow_GBT.FP96399_2014",433,4,0.92378752886836
"Eynhallow_GBT.FP96399_2015",252,5,1.98412698412698
"Eynhallow_GBT.FP96399_2016",314,5,1.59235668789809
"Eynhallow_GBT.FP96399_2017",288,5,1.73611111111111
"Eynhallow_GBT.FP96399_2018",346,5,1.44508670520231
"Eynhallow_GBT.FP96399_2019",1414,393,27.7934936350778
"Eynhallow_GBT.FP96400_2014",664,8,1.20481927710843
"Eynhallow_GBT.FP96400_2015",902,18,1.99556541019956
"Eynhallow_GBT.FP96400_2016",742,7,0.943396226415094
"Eynhallow_GBT.FP96400_2017",561,10,1.7825311942959
"Eynhallow_GBT.FP96400_2018",1051,71,6.75547098001903
"Eynhallow_GBT.FP96400_2019",331,3,0.906344410876133
"Eynhallow_GBT.FP96491_2018",495,3,0.606060606060606
"Eynhallow_GBT.FP96492_2014",628,6,0.955414012738854
"Eynhallow_GBT.FP96492_2016",791,4,0.505689001264223
"Eynhallow_GBT.FP96492_2017",527,5,0.94876660341556
"Eynhallow_GBT.FP96492_2018",494,5,1.01214574898785
"Eynhallow_GBT.FP96493_2014",405,8,1.97530864197531
"Eynhallow_GBT.FP96493_2015",258,3,1.16279069767442
"Eynhallow_GBT.FP96494_2014",754,13,1.72413793103448
"Eynhallow_GBT.FP96498_2014",265,6,2.26415094339623
"Eynhallow_GBT.FP96500_2018",336,7,2.08333333333333
"Eynhallow_GBT.FP96500_2019",308,7,2.27272727272727
"Eynhallow_GBT.FP96500_2020",407,39,9.58230958230958
"Eynhallow_GBT.FR77703_2010",669,7,1.04633781763827
"Eynhallow_GBT.FR77703_2011",798,9,1.12781954887218
"Eynhallow_GBT.FR77804_2016",512,16,3.125
"Eynhallow_GBT.FR77804_2017",388,9,2.31958762886598
"Eynhallow_GBT.FR77804_2018",587,7,1.19250425894378
"Eynhallow_GBT.FR77804_2019",516,4,0.775193798449612
"Eynhallow_GBT.FR77804_2020",403,8,1.98511166253102
"Eynhallow_GBT.FR77822_2010",307,3,0.977198697068404
